,tokens
3446,"['sit', 'ard', 'noth', 'lor', 'u', 'leh', 'busi', 'w', 'work']"
3447,"['lt', 'gt', 'k', 'oh', 'send', 'home', 'sale']"
3448,"['sorri', 'mail']"
3449,"['ya', 'tell', 'abt', 'tht', 'incid']"
3450,"['ye', 'outsid', 'like', 'hour', 'call', 'whole', 'famili', 'wake', 'caus', 'start']"
3451,"['ugh', 'got', 'outta', 'class']"
3452,"['nowaday', 'peopl', 'notixiqu', 'laxinorf', 'opportun', 'bambl', 'entrop', 'ever', 'oblising', 'opt', 'ur', 'book', 'masteriast', 'amplikat', 'fidalf', 'champlaxig', 'think', 'atroci', 'wotz', 'ur', 'opinion', 'junna']"
3453,"['dont', 'file', 'bag', 'work', 'call', 'tell', 'find', 'anyth', 'room']"
3454,"['need', 'lar', 'ju', 'test', 'e', 'phone', 'card', 'dunno', 'network', 'gd', 'thk', 'wait', 'si', 'finish', 'bath', 'bath', 'dun', 'disturb', 'u', 'liao', 'u', 'clean', 'ur', 'room']"
3455,"['right', 'later']"
3456,"['friendship', 'poem', 'dear', 'dear', 'u', 'r', 'near', 'hear', 'dont', 'get', 'fear', 'live', 'cheer', 'tear', 'u', 'r', 'alway', 'dear', 'gud']"
3457,"['lunch', 'come', 'quickli', 'open', 'door']"
3458,"['heard', 'call', 'night', 'knicker', 'make', 'beg', 'like', 'u', 'last', 'time', 'xx', 'luv']"
3459,"['back', 'bit', 'long', 'co', 'accid', 'divert', 'via', 'brilliant', 'weekend', 'thank', 'speak', 'soon', 'lot', 'love']"
3460,"['k', 'yan', 'jiu', 'liao', 'sat', 'go', 'bugi', 'vill', 'one', 'frm', 'den', 'hop', 'parco', 'nb', 'sun', 'go', 'cine', 'frm', 'den', 'hop', 'orc', 'mrt', 'hip', 'hop']"
3461,"['bloomberg', 'center', 'wait', 'appli', 'futur']"
3462,"['seek', 'ladi', 'street', 'freak', 'sheet']"
3463,['phone']
3464,"['haha', 'figur', 'well', 'found', 'piec', 'priscilla', 'bowl']"
3465,"['actual', 'fuck', 'whatev', 'find', 'excus', 'tampa', 'point', 'januari', 'though']"
3466,"['urgent', 'tri', 'contact', 'today', 'draw', 'show', 'prize', 'guarante', 'call', 'land', 'line', 'claim']"
3467,"['yay', 'final', 'lol', 'miss', 'cinema', 'trip', 'last', 'week']"
3468,"['day', 'work', 'day', 'except', 'saturday', 'sunday']"
3469,"['aathi', 'dear']"
3470,"['heart', 'empti', 'without', 'love', 'mind', 'empti', 'without', 'wisdom', 'eye', 'r', 'empti', 'without', 'dream', 'amp', 'life', 'empti', 'without', 'frnd', 'alwi', 'touch', 'good', 'night', 'amp', 'sweet', 'dream']"
3471,"['think', 'wait', 'bu', 'inform', 'get', 'ever', 'get']"
3472,"['get', 'back', 'time', 'soon']"
3473,"['thing', 'quick', 'question']"
3474,"['night', 'end', 'anoth', 'day', 'morn', 'come', 'special', 'way', 'may', 'smile', 'like', 'sunni', 'ray', 'leav', 'worri', 'blue', 'blue', 'bay', 'gud', 'mrng']"
3475,"['probabl', 'come', 'everybodi', 'done', 'around', 'lt', 'gt', 'right']"
3476,"['got', 'new', 'year', 'co', 'yetund', 'said', 'want', 'surpris', 'didnt', 'see', 'money', 'return', 'mid', 'januari', 'lt', 'gt', 'day', 'return', 'period', 'end']"
3477,"['ask', 'around', 'lot', 'term', 'mid']"
3478,"['sure', 'check', 'yahoo', 'email', 'sent', 'photo', 'yesterday']"
3479,['look']
3480,"['wherr', 'boytoy']"
3481,"['want', 'new', 'video', 'anytim', 'network', 'min', 'text', 'five', 'pound', 'per', 'week', 'call', 'repli', 'deliveri', 'tomorrow']"
3482,"['hello', 'love', 'goe', 'day', 'wish', 'well', 'fine', 'babe', 'hope', 'find', 'job', 'prospect', 'miss', 'boytoy', 'teas', 'kiss']"
3483,"['tell', 'bad', 'charact', 'u', 'dnt', 'lik', 'tri', 'chang', 'lt', 'gt', 'add', 'tat', 'new', 'year', 'resolut', 'wait', 'ur', 'frank', 'good', 'morn']"
3484,"['got', 'rumour', 'go', 'buy', 'apart', 'chennai']"
3485,"['yeah', 'probabl', 'earlier']"
3486,"['chang', 'window', 'logoff', 'sound']"
3487,"['still', 'check', 'da']"
3488,"['also', 'came', 'room']"
3489,"['huh', 'got', 'lesson', 'lei', 'n', 'thinkin', 'go', 'sch', 'earlier', 'n', 'tot', 'parkin', 'kent', 'vale']"
3490,['ok']
3491,"['reach', 'offic', 'around', 'lt', 'decim', 'gt', 'amp', 'mobil', 'problem', 'get', 'voic', 'call', 'asa', 'free']"
3492,"['cool', 'text', 'head']"
3493,"['contact', 'date', 'servic', 'someon', 'know', 'find', 'call', 'land', 'line']"
3494,"['win', 'westlif', 'u', 'current', 'tour', 'unbreak', 'untam', 'unkempt', 'text', 'cost', 'text']"
3495,"['happi', 'birthday', 'may', 'u', 'find', 'ur', 'princ', 'charm', 'soon', 'n', 'dun', 'work', 'hard']"
3496,"['oh', 'grand', 'bit', 'parti', 'mention', 'cover', 'charg', 'probabl', 'first', 'come', 'first', 'serv']"
3497,"['said', 'went', 'back', 'bed', 'ca', 'sleep', 'anyth']"
3498,"['hope', 'arnt', 'piss', 'id', 'would', 'realli', 'like', 'see', 'tomorrow', 'love', 'xxxxxxxxxxxxxx']"
3499,"['dorothi', 'bank', 'granit', 'issu', 'explos', 'pick', 'member', 'nasdaq', 'symbol', 'cdgt', 'per']"
3500,"['say', 'lt', 'gt', 'year', 'old', 'man', 'money', 'last', 'lt', 'gt', 'still', 'wait', 'check']"
3501,"['come', 'ur', 'home']"
3502,"['free', 'day', 'finish', 'mon', 'n', 'thur']"
3503,['food']
3504,"['life', 'all', 'mone', 'eppolum', 'oru', 'pole', 'allalo']"
3505,['nite']
3506,"['two', 'fundament', 'cool', 'life']"
3507,"['camera', 'quit', 'good', 'pixel', 'doom', 'love', 'holiday', 'safe', 'hope', 'hav', 'good', 'journey', 'happi', 'new', 'year', 'see', 'coupl', 'week']"
3508,"['hi', 'petey', 'ok', 'want', 'chat', 'coz', 'avent', 'spoken', 'u', 'long', 'ur', 'doin', 'good', 'nit', 'js', 'love', 'ya']"
3509,"['saw', 'ron', 'burgundi', 'captain', 'parti', 'boat', 'yeah']"
3510,"['seriou', 'money', 'base']"
3511,"['alreadi', 'one', 'guy', 'love']"
3512,"['staff', 'placement', 'train', 'amrita', 'colleg']"
3513,"['alway', 'chat', 'fact', 'need', 'money', 'rais']"
3514,"['job', 'profil', 'seem', 'like', 'bpo']"
3515,"['well', 'give', 'co', 'said', 'one', 'nighter', 'persev', 'found', 'one', 'cheap', 'apologis', 'advanc', 'somewher', 'sleep', 'isnt']"
3516,"['think', 'actual', 'talk', 'call', 'boss', 'morn', 'went', 'place', 'last', 'year', 'told', 'could', 'go', 'get', 'car', 'fix', 'cheaper', 'kept', 'tell', 'today', 'much', 'hope', 'would', 'come', 'back', 'alway', 'regret', 'get', 'number', 'etc']"
3517,"['will', 'go', 'app', 'class']"
3518,"['hang', 'brother', 'famili']"
3519,"['reach', 'tell', 'dont', 'know']"
3520,"['hey', 'go', 'quit', 'soon', 'xuhui', 'work', 'till', 'end', 'month']"
3521,"['im', 'sorri', 'bout', 'last', 'nite', 'ur', 'fault', 'spous', 'pmt', 'sumthin', 'u', 'think', 'u', 'shldxxxx']"
3522,"['tri', 'neva', 'mate']"
3523,"['yeah', 'pretti', 'much', 'best', 'case', 'scenario']"
3524,"['free', 'today', 'haf', 'pick', 'parent', 'tonit']"
3525,"['babe', 'far', 'spk', 'da', 'mo', 'dead', 'da', 'wrld', 'sleep', 'da', 'sofa', 'day']"
3526,"['send', 'naughti', 'pix']"
3527,"['winner', 'guarante', 'caller', 'prize', 'final', 'attempt', 'contact', 'claim', 'call']"
3528,"['xma', 'new', 'year', 'eve', 'ticket', 'sale', 'club', 'day', 'till', 'thur', 'fri', 'sat', 'night', 'week', 'sell', 'fast']"
3529,"['tyler', 'get', 'leav', 'long', 'get', 'like', 'hour']"
3530,"['prepar', 'pound', 'everi', 'night']"
3531,"['actual', 'mobil', 'full', 'msg', 'work', 'onlin', 'need', 'send', 'lt', 'gt', 'sent', 'msg', 'wil', 'explain', 'u', 'later']"
3532,"['sorri', 'call', 'later']"
3533,"['good', 'even']"
3534,"['home', 'pleas', 'call']"
3535,"['oic', 'co', 'n', 'si', 'got', 'lunch', 'today', 'dad', 'went', 'dunno', 'whether', 'eat', 'sch', 'wat']"
3536,"['mmmmm', 'sooooo', 'good', 'wake', 'word', 'morn', 'love', 'mmmm', 'fuck', 'love', 'lion', 'devour', 'kiss', 'across', 'sea']"
3537,"['pleas', 'inform', 'applic', 'airtel', 'broadband', 'process', 'success', 'instal', 'happen', 'within', 'day']"
3538,"['happen', 'dear', 'silent', 'tens']"
3539,"['get', 'unless', 'guy', 'want', 'come', 'time', 'sooner']"
3540,"['cough', 'noth']"
3541,"['come', 'lt', 'n', 'pass', 'lar']"
3542,"['e', 'person', 'e', 'sm', 'survey']"
3543,"['lol', 'ok', 'ill', 'tri', 'send', 'warn', 'sprint', 'dead', 'slow', 'prolli', 'get', 'tomorrow']"
3544,"['thank', 'meet', 'monday']"
3545,"['th', 'gower', 'mate', 'r', 'u', 'man', 'good', 'wale', 'ill', 'b', 'back', 'c', 'u', 'wk', 'msg', 'random']"
3546,"['rock', 'yr', 'chik', 'get', 'filthi', 'film', 'xxx', 'pic', 'yr', 'phone', 'rpli', 'filth', 'saristar', 'ltd', 'per', 'day', 'cancel']"
3547,"['singl', 'line', 'big', 'mean', 'anyth', 'ur', 'best']"
3548,"['got', 'like', 'lt', 'gt', 'get', 'later', 'though', 'get', 'whatev', 'feel', 'like']"
3549,"['dad', 'want', 'talk', 'apart', 'got', 'late', 'start', 'omw']"
3550,['love']
3551,"['lol', 'u', 'still', 'feel', 'sick']"
3552,"['din', 'tell', 'u', 'ju']"
3553,"['eye', 'philosophi']"
3554,"['next', 'month', 'get', 'upto', 'call', 'ur', 'standard', 'network', 'charg', 'activ', 'call', 'c', 'cost', 'min', 'mobcudb']"
3555,"['ok', 'lor', 'town', 'lei']"
3556,"['alreadi', 'sabarish', 'ask', 'go']"
3557,"['da', 'vijay', 'go', 'talk', 'jaya', 'tv']"
3558,"['urgent', 'tri', 'contact', 'u', 'today', 'draw', 'show', 'prize', 'guarante', 'call', 'land', 'line', 'claim', 'po']"
3559,"['lol', 'know', 'hey', 'someon', 'great', 'inperson', 'flea', 'forum', 'love']"
3560,"['text', 'banneduk', 'see', 'cost', 'textoper', 'xxx']"
3561,"['still', 'chanc', 'search', 'hard', 'get', 'let', 'tri']"
3562,"['auction', 'round', 'highest', 'bid', 'next', 'maximum', 'bid', 'bid', 'send', 'bid', 'bid', 'good', 'luck']"
3563,"['alway', 'celebr', 'ny', 'famili']"
3564,"['know', 'taj', 'mahal', 'symbol', 'love', 'lesser', 'known', 'fact', 'mumtaz', 'shahjahan', 'wife', 'wife', 'shahjahan', 'kill', 'mumtaz', 'husband', 'marri', 'mumtaz', 'die', 'lt', 'gt', 'th', 'deliveri', 'marri', 'mumtaz', 'sister', 'question', 'aris', 'hell', 'love', 'great']"
3565,"['ok', 'come', 'home', 'vl', 'nice', 'meet', 'v', 'chat']"
3566,"['collect', 'valentin', 'weekend', 'pari', 'inc', 'flight', 'hotel', 'prize', 'guarante', 'text', 'pari']"
3567,"['sent', 'de', 'webadr', 'gete', 'salari', 'slip']"
3568,"['fine', 'send', 'greet']"
3569,"['custom', 'loyalti', 'offer', 'new', 'mobil', 'txtauction', 'txt', 'word', 'start', 'get', 'ctxt', 'tc']"
3570,"['dint', 'touch']"
3571,"['yup', 'leav', 'right', 'back', 'soon']"
3572,"['wo', 'believ', 'true', 'incred', 'txt', 'repli', 'g', 'learn', 'truli', 'amaz', 'thing', 'blow', 'mind']"
3573,"['yeah', 'sure', 'leav', 'min']"
3574,"['one', 'teach', 'ship', 'car']"
3575,"['sign', 'matur', 'start', 'say', 'big', 'thing', 'actual', 'start', 'understand', 'small', 'thing', 'nice', 'even', 'bslvyl']"
3576,"['yeah', 'confirm', 'stay', 'weekend']"
3577,"['said', 'dun', 'haf', 'passport', 'smth', 'like', 'dat', 'juz', 'send', 'email', 'account']"
3578,"['multipli', 'number', 'independ', 'count', 'decim', 'point', 'divis', 'push', 'decim', 'place', 'like', 'show']"
3579,"['love', 'night', 'wake', 'see', 'messag', 'hope', 'smile', 'know', 'great', 'morn']"
3580,"['ard', 'lor']"
3581,"['right', 'meanwhil', 'project', 'twin', 'comin']"
3582,"['sent', 'maga', 'money', 'yesterday', 'oh']"
3583,"['hi', 'ibh', 'custom', 'loyalti', 'offer', 'new', 'mobil', 'txtauction', 'txt', 'word', 'start', 'get']"
3584,"['heart', 'empti', 'without', 'love', 'mind', 'empti', 'without', 'wisdom', 'eye', 'r', 'empti', 'without', 'dream', 'amp', 'life', 'empti', 'without', 'frnd', 'alwi', 'touch', 'good', 'night', 'amp', 'sweet', 'dream']"
3585,"['hot', 'n', 'horni', 'will', 'live', 'local', 'text', 'repli', 'hear', 'strt', 'back', 'per', 'msg', 'netcollex', 'ltdhelpdesk', 'repli', 'stop', 'end']"
3586,"['ride', 'equal', 'unev', 'mani', 'peski', 'cyclist', 'around', 'time', 'night']"
3587,"['free', 'give', 'otherwis', 'nalla', 'adi', 'entey', 'nattil', 'kittum']"
3588,"['sent', 'wife', 'text', 'buy', 'tell', 'relax', 'go', 'get', 'wkend']"
3589,"['escap', 'theatr', 'go', 'watch', 'kavalan', 'minut']"
3590,"['much', 'would', 'cost', 'hire', 'hitman']"
3591,"['anyth', 'lor']"
3592,"['sorri', 'call', 'later']"
3593,"['want', 'new', 'nokia', 'colour', 'phone', 'deliv', 'tomorrow', 'free', 'minut', 'mobil', 'free', 'text', 'free', 'camcord', 'repli', 'call']"
3594,"['huh', 'cant', 'go', 'ur', 'hous', 'empti', 'hand', 'right']"
3595,"['good', 'morn', 'princess', 'happi', 'new', 'year']"
3596,"['congratul', 'winner', 'august', 'prize', 'draw', 'call', 'prize', 'code']"
3597,"['aight', 'head']"
3598,"['wat', 'r', 'u', 'busi', 'wif', 'work']"
3599,"['know', 'mood', 'today']"
3600,"['jay', 'told', 'alreadi']"
3601,"['cp', 'caus', 'outag', 'conserv', 'energi']"
3602,"['sure', 'check', 'happen', 'around', 'area']"
3603,"['hey', 'morn', 'come', 'ask', 'pa']"
3604,"['jordan', 'got', 'vote', 'last', 'nite']"
3605,"['mean', 'got', 'epi', 'fine']"
3606,['idea']
3607,"['pl', 'come', 'quick', 'cant', 'bare']"
3608,"['joy', 'father', 'john', 'john', 'joy', 'father', 'u', 'an', 'th', 'hav', 'lt', 'gt', 'iq', 'ti', 'ia', 'question', 'tri', 'answer']"
3609,"['call', 'unabl', 'cal', 'let', 'meet', 'bhaskar', 'deep']"
3610,"['meet', 'librari']"
3611,"['k', 'roommat', 'also', 'want', 'dubsack', 'anoth', 'friend', 'may', 'also', 'want', 'plan', 'bring', 'extra', 'tell', 'know', 'sure']"
3612,"['depend', 'individu', 'lor', 'e', 'hair', 'dresser', 'say', 'pretti', 'parent', 'say', 'look', 'gong', 'u', 'kaypoh', 'also', 'dunno', 'wat', 'collect']"
3613,"['ok', 'c']"
3614,"['enjoy', 'watch', 'play', 'footbal', 'basketbal', 'anyth', 'outdoor']"
3615,"['pleas', 'ask', 'macho', 'price', 'rang', 'want', 'someth', 'new', 'use', 'plu', 'interfu', 'blackberri', 'bold', 'lt', 'gt', 'bb']"
3616,"['sorri', 'sent', 'blank', 'msg', 'yup', 'tri', 'seriou', 'studi']"
3617,"['hey', 'check', 'da', 'list', 'da']"
3618,"['alfi', 'moon', 'children', 'need', 'song', 'ur', 'mob', 'tell', 'ur', 'txt', 'tone', 'chariti', 'nokia', 'poli', 'chariti', 'poli', 'zed', 'profit', 'chariti']"
3619,"['meant', 'apolog', 'text', 'get', 'drug', 'lt', 'gt', 'night']"
3620,"['mean', 'februari', 'april', 'get', 'place', 'stay', 'hustl', 'back', 'forth', 'audit', 'season', 'sinc', 'sister', 'move', 'away', 'harlem']"
3621,"['goin', 'workout', 'lor', 'muz', 'lose', 'e', 'fat']"
3622,"['damn', 'poor', 'zac', 'stand', 'chanc']"
3623,"['messag', 'responc', 'happend']"
3624,"['want', 'tel', 'u', 'one', 'thing', 'u', 'mistak', 'k', 'messag', 'sent']"
3625,"['yeah', 'right', 'bring', 'tape', 'measur', 'fri']"
3626,"['still', 'chanc', 'search', 'hard', 'get', 'let', 'tri']"
3627,"['meet', 'u', 'work', 'tel', 'shall', 'work', 'tomorrow']"
3628,"['head', 'straight']"
3629,"['get', 'offici', 'england', 'poli', 'rington', 'colour', 'flag', 'yer', 'mobil', 'tonight', 'game', 'text', 'tone', 'flag', 'optout', 'txt', 'eng', 'stop']"
3630,"['thank', 'princess', 'sexi']"
3631,"['oooh', 'got', 'plenti']"
3632,"['hui', 'xin', 'da', 'lib']"
3633,"['big', 'differ', 'lt', 'gt', 'versu', 'lt', 'gt', 'everi', 'lt', 'gt', 'hr']"
3634,"['make', 'cri', 'stuff', 'happen', 'top', 'everyth', 'els', 'push', 'edg', 'underdtand', 'often', 'cri', 'sorri', 'sorri', 'life']"
3635,"['babe', 'feel', 'let', 'tri', 'fit', 'soo', 'muchxxlov', 'u']"
3636,"['know', 'hook', 'mean', 'right']"
3637,"['custom', 'servic', 'announc', 'recent', 'tri', 'make', 'deliveri', 'unabl', 'pleas', 'call']"
3638,"['wat', 'da', 'model', 'num', 'ur', 'phone']"
3639,"['realli', 'skateboard', 'despit', 'fact', 'get', 'thrown', 'wind', 'bandag', 'shit', 'arm', 'everi', 'five', 'minut']"
3640,"['stop', 'club', 'tone', 'repli', 'see', 'html', 'term', 'club', 'tone', 'cost', 'mfl']"
3641,"['hous', 'e', 'sky', 'quit', 'dark', 'liao', 'rain', 'got', 'excus', 'run', 'alreadi', 'rite', 'hee']"
3642,"['sorri', 'left', 'phone', 'upstair', 'ok', 'might', 'hectic', 'would', 'bird', 'one', 'fell', 'swoop', 'date']"
3643,"['thought', 'see']"
3644,"['wamma', 'get', 'laid', 'want', 'real', 'doggin', 'locat', 'sent', 'direct', 'mobil', 'join', 'uk', 'largest', 'dog', 'network', 'txt', 'dog', 'nyt']"
3645,"['carlo', 'say', 'pick', 'later', 'yeah', 'set']"
3646,"['hey', 'babe', 'friend', 'cancel', 'still', 'visit']"
3647,"['per', 'request', 'alaipayuth', 'set', 'callertun', 'caller', 'press', 'copi', 'friend', 'callertun']"
3648,"['hmm', 'ill', 'think', 'ok', 'forgiven']"
3649,"['hope', 'get', 'away', 'langport', 'still', 'town', 'tonight']"
3650,"['want', 'send', 'virtual', 'hug', 'need', 'one']"
3651,"['probabl', 'still', 'go', 'stuff']"
3652,"['issu', 'right', 'ill', 'fix', 'tomorrow']"
3653,"['come', 'peopl']"
3654,"['senthil', 'group', 'compani', 'apnt']"
3655,"['oh', 'realli', 'make', 'air', 'talent']"
3656,"['studi', 'free', 'next', 'weekend']"
3657,"['r', 'u', 'yet', 'wear', 'blue', 'shirt', 'n', 'black', 'pant']"
3658,"['come', 'lt', 'gt', 'min']"
3659,"['reach', 'ur', 'home', 'lt', 'gt', 'minut']"
3660,"['well', 'great', 'weekend']"
3661,"['langport', 'sorri', 'probabl', 'bed', 'suck', 'ill', 'xma', 'lanka']"
3662,"['frnd', 'juz', 'word', 'mere', 'relationship', 'silent', 'promis', 'say', 'wherevr', 'whenevr', 'forevr', 'gudnyt', 'dear']"
3663,"['huh', 'also', 'mani', 'mistak']"
3664,"['ha', 'u', 'ju', 'ate', 'honey', 'ar', 'sweet']"
3665,"['turn', 'phone', 'mom', 'tell', 'everyon', 'cancer', 'sister', 'wo', 'stop', 'call', 'hurt', 'talk', 'ca', 'put', 'see', 'u', 'u', 'get', 'home', 'love', 'u']"
3666,"['honey', 'sweetheart', 'darl', 'sexi', 'bun', 'sugar', 'plum', 'loverboy', 'miss', 'boytoy', 'smack', 'ass', 'go', 'gym']"
3667,"['thank', 'love', 'rock']"
3668,"['yeah', 'imma', 'come', 'caus', 'jay', 'want', 'drug']"
3669,"['ok', 'thanx', 'take', 'care']"
3670,"['yup', 'thk', 'u', 'oso', 'bore', 'wat']"
3671,"['came', 'look', 'flat', 'seem', 'ok', 'away', 'alot', 'wiv', 'work', 'got', 'woman', 'come']"
3672,"['moji', 'inform', 'save', 'live', 'thank']"
3673,"['nokia', 'get', 'win', 'free', 'auction', 'take', 'part', 'send', 'nokia']"
3674,"['who', 'class']"
3675,"['hey', 'r', 'still', 'onlin', 'finish', 'format']"
3676,"['great', 'attract', 'brotha']"
3677,"['promot', 'number', 'ur', 'award', 'citi', 'break', 'could', 'win', 'summer', 'shop', 'spree', 'everi', 'wk', 'txt', 'store', 'skilgm']"
3678,['possibl']
3679,"['cant', 'pick', 'phone', 'right', 'pl', 'send', 'messag']"
3680,"['lol', 'happen', 'vega', 'stay', 'vega']"
3681,"['hello', 'hello', 'hi', 'lou', 'sorri', 'took', 'long', 'left', 'mobil', 'friend', 'lancast', 'got', 'bak', 'neway', 'im', 'sorri', 'make', 'ur', 'hun']"
3682,"['use', 'soc', 'use', 'home', 'dunno', 'type', 'word', 'ar']"
3683,"['dad', 'say', 'hurri', 'hell']"
3684,"['wake', 'lt', 'gt', 'morn']"
3685,"['get', 'class', 'bsn', 'like', 'lt', 'gt', 'minut', 'know', 'advis']"
3686,"['great', 'shoot', 'big', 'load', 'get', 'readi']"
3687,"['meet', 'lobbi']"
3688,"['still', 'come', 'tonight']"
3689,"['happen', 'dear', 'tell']"
3690,"['sir', 'wait', 'call', 'free', 'pleas', 'call']"
3691,"['movi', 'laptop']"
3692,"['text', 'finish', 'long', 'time', 'ago', 'shower']"
3693,"['ok', 'im', 'sure', 'time', 'finish', 'tomorrow', 'wan', 'na', 'spend', 'even', 'co', 'would', 'vewi', 'vewi', 'lubli', 'love', 'xxx']"
3694,"['hello', 'per', 'request', 'lt', 'gt', 'transfer']"
3695,"['tirupur', 'call', 'da']"
3696,"['winner', 'special', 'select', 'receiv', 'cash', 'award', 'speak', 'live', 'oper', 'claim', 'call', 'cost']"
3697,"['catch', 'put']"
3698,"['noe', 'specifi', 'da', 'domain', 'nusstu', 'still', 'sch']"
3699,"['oh', 'ask', 'fun', 'haha', 'take', 'care']"
3700,"['shall', 'get', 'pouch']"
3701,"['hey', 'loverboy', 'love', 'tell', 'look', 'pictur', 'ach', 'feel', 'leg', 'fuck', 'want', 'need', 'crave']"
3702,"['boy', 'sweet', 'word', 'left', 'morn', 'sigh', 'goe', 'day', 'love', 'start', 'studi']"
3703,"['kent', 'vale', 'lor', 'wait', 'ar']"
3704,"['good', 'make', 'money']"
3705,"['read', 'gud', 'habit', 'nan', 'bari', 'hudgi', 'yorg', 'pataistha', 'ertini', 'kano']"
3706,"['aight', 'still', 'want', 'get', 'money']"
3707,"['free', 'top', 'rington', 'weekli', 'week', 'subpoli', 'per']"
3708,"['ok', 'what', 'ur', 'today', 'plan']"
3709,"['town', 'import']"
3710,"['sorri', 'pa', 'dont', 'knw', 'ru', 'pa']"
3711,"['wat', 'u']"
3712,"['meet', 'rite', 'go', 'home', 'lor', 'dun', 'feel', 'like', 'comin', 'ok']"
3713,"['oh', 'get', 'paid', 'outstand', 'one', 'commerci', 'hasbro', 'august', 'made', 'us', 'jump', 'mani', 'hoop', 'get', 'paid', 'still']"
3714,"['late', 'call', 'tomorrow', 'care', 'sweet', 'dream', 'u', 'ummifi', 'bye']"
3715,"['network', 'technic', 'support', 'associ']"
3716,"['gon', 'na', 'rip', 'uteru']"
3717,"['cool', 'like', 'swim', 'pool', 'jacuzzi', 'hous']"
3718,"['thank', 'rington', 'order', 'refer', 'number', 'mobil', 'charg', 'tone', 'arriv', 'pleas', 'call', 'custom', 'servic', 'text', 'txtstar']"
3719,"['yeah', 'gang', 'readi']"
3720,"['blank', 'blank', 'wat', 'blank', 'lol']"
3721,"['movi', 'collect', 'car', 'oredi']"
3722,"['left', 'alreadi', 'orchard']"
3723,"['hi', 'ur', 'lucki', 'night', 'uve', 'invit', 'xchat', 'uk', 'wildest', 'chat', 'txt', 'chat', 'ldn']"
3724,"['noth', 'spl', 'wat', 'abt', 'u', 'whr', 'ru']"
3725,"['chikku', 'nt', 'yet', 'ya', 'free']"
3726,"['aldrin', 'rakhesh', 'ex', 'rtm']"
3727,"['search', 'happi', 'main', 'sourc', 'unhappi', 'accept', 'life', 'way', 'come', 'u', 'find', 'happi', 'everi', 'moment', 'u', 'live']"
3728,"['home', 'pleas', 'call']"
3729,"['guess', 'could', 'good', 'excus', 'lol']"
3730,"['frnd', 'neces', 'life', 'imagin', 'urself', 'witout', 'frnd', 'hw', 'u', 'feel', 'ur', 'colleg', 'wat', 'u', 'wth', 'ur', 'cell', 'wat', 'abt', 'function', 'thnk', 'abt', 'event', 'esp', 'care', 'miss', 'amp', 'irrit', 'u', 'frnd', 'wthout', 'u', 'cant', 'live', 'jst', 'takecar', 'goodmorn']"
3731,"['gud', 'mrng', 'dear', 'hav', 'nice', 'day']"
3732,"['old', 'orchard', 'near', 'univ']"
3733,"['taco', 'raja', 'burrito', 'right']"
